param n := 4;
param m := 375;
param m_test := 125;
param nu := 1;

param a : 1 2 3 4 :=
1		0.688	0.413	0.151	0.968
2		0.405	0.337	0.485	0.360
3		0.625	0.730	0.026	0.783
4		0.620	0.191	0.734	0.764
5		0.086	0.495	0.719	0.468
6		0.893	0.156	0.940	0.044
7		0.392	0.241	0.539	0.418
8		0.288	0.021	0.183	0.964
9		0.320	0.584	0.948	0.054
10		0.370	0.594	0.764	0.309
11		0.888	0.440	0.088	0.348
12		0.897	0.740	0.297	0.436
13		0.936	0.825	0.271	0.884
14		0.619	0.867	0.019	0.462
15		0.627	0.832	0.163	0.391
16		0.637	0.786	0.367	0.935
17		0.526	0.256	0.945	0.705
18		0.632	0.641	0.585	0.903
19		0.961	0.110	0.815	0.124
20		0.956	0.925	0.780	0.537
21		0.407	0.174	0.600	0.774
22		0.126	0.397	0.645	0.711
23		0.170	0.175	0.822	0.562
24		0.806	0.523	0.768	0.621
25		0.387	0.455	0.289	0.987
26		0.398	0.808	0.529	0.763
27		0.533	0.889	0.971	0.178
28		0.432	0.899	0.433	0.200
29		0.080	0.469	0.097	0.652
30		0.212	0.039	0.974	0.501
31		0.407	0.264	0.551	0.378
32		0.150	0.649	0.789	0.925
33		0.699	0.357	0.640	0.131
34		0.545	0.468	0.902	0.518
35		0.928	0.721	0.867	0.761
36		0.529	0.168	0.716	0.080
37		0.936	0.645	0.511	0.576
38		0.068	0.735	0.987	0.095
39		0.851	0.639	0.460	0.753
40		0.331	0.825	0.611	0.047
41		0.157	0.204	0.134	0.352
42		0.288	0.288	0.795	0.800
43		0.590	0.410	0.602	0.050
44		0.760	0.478	0.844	0.638
45		0.286	0.969	0.599	0.897
46		0.370	0.926	0.694	0.165
47		0.557	0.737	0.594	0.156
48		0.556	0.746	0.706	0.158
49		0.048	0.999	0.525	0.647
50		0.540	0.151	0.950	0.760
51		0.357	0.130	0.715	0.051
52		0.328	0.590	0.509	0.033
53		0.305	0.902	0.666	0.578
54		0.222	0.627	0.612	0.747
55		0.213	0.816	0.177	0.928
56		0.472	0.368	0.475	0.504
57		0.238	0.832	0.992	0.748
58		0.381	0.628	0.257	0.994
59		0.531	0.502	0.662	0.956
60		0.709	0.169	0.777	0.886
61		0.867	0.356	0.695	0.859
62		0.560	0.599	0.156	0.328
63		0.787	0.709	0.633	0.044
64		0.166	0.378	0.701	0.943
65		0.798	0.586	0.622	0.263
66		0.484	0.130	0.060	0.179
67		0.592	0.107	0.777	0.225
68		0.480	0.232	0.727	0.685
69		0.258	0.852	0.279	0.959
70		0.084	0.650	0.151	0.145
71		0.139	0.308	0.568	0.727
72		0.636	0.319	0.735	0.413
73		0.676	0.871	0.429	0.956
74		0.224	0.499	0.587	0.605
75		0.608	0.689	0.314	0.758
76		0.771	0.348	0.943	0.506
77		0.487	0.392	0.653	0.262
78		0.231	0.938	0.877	0.660
79		0.058	0.902	0.178	0.372
80		0.011	0.516	0.558	0.153
81		0.183	0.924	0.575	0.126
82		0.827	0.218	0.813	0.704
83		0.707	0.411	0.762	0.101
84		0.251	0.159	0.607	0.428
85		0.274	0.009	0.516	0.849
86		0.946	0.184	0.748	0.768
87		0.623	0.595	0.390	0.437
